#{"t_start": 1665152403.7972302, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-157.112168,117,2.367387
-247.653224,135,3.220551
-15.799749,103,4.078518
-42.672155,94,4.345943
-50.155453,78,4.602695
-246.244405,246,6.091019
-0.572747,91,6.658877
28.559722,147,7.32978
-42.954733,111,7.782821
-5.306862,148,8.335537
-74.792001,137,8.981404
-49.758783,1000,28.630742
-165.797331,772,45.896358
-90.069508,1000,70.789791
-35.690159,1000,97.233918
-63.35298,1000,126.489352
0.400635,1000,609.128762
-36.566218,1000,634.563283
18.338341,1000,658.984477
136.731634,793,676.977468
67.238134,881,696.35915
107.716818,913,716.162649
147.95237,711,733.079157
-141.344604,600,1125.114302
-100.666665,159,1128.220633
132.902612,672,1138.243892
-78.255451,244,1140.469755
160.599465,703,1149.8148
-157.71935,432,1157.7911
-91.143045,185,1161.742002
-114.859856,227,1164.143379
-102.136866,485,1170.899482
118.034659,663,1183.454506
-120.300118,370,1189.620859
-149.370161,559,1199.020297
115.038378,806,1212.064705
