#{"t_start": 1665190271.6486123, "env_id": "BipedalWalker-v3"}
r,l,t
58.075683,1600,55.473791
173.323072,1600,67.283435
-32.801856,728,71.923707
-74.622099,277,73.715083
184.08005,1600,126.695076
199.829229,1600,179.710497
246.214038,1469,233.407027
-69.620841,353,235.539275
243.035193,1516,286.525978
50.778408,1027,334.686192
228.91775,1600,386.368708
245.720233,1455,439.082494
261.433478,1258,490.837178
35.618733,842,495.985962
260.736857,1205,545.956832
268.068033,1130,588.446211
-34.435741,513,591.543153
-45.351574,438,594.574539
-26.321616,406,635.284376
264.108698,1224,642.761258
269.237825,1181,685.061459
-107.08345,38,685.300702
-106.674735,40,685.55262
267.477286,1198,695.449119
270.063053,1162,704.315893
-105.806546,38,704.559761
260.205724,1257,716.189115
-107.092045,40,716.435771
-107.808157,40,716.687468
254.703486,1322,758.332468
-105.978892,35,758.547084
-108.798708,68,758.965922
-109.635124,70,759.416348
-116.461399,103,760.064599
264.302192,1200,767.31119
-105.220116,37,767.535763
-115.203691,105,800.992707
-109.894174,76,801.445328
-87.825225,174,802.489991
262.837785,1230,844.208634
