#{"t_start": 1665212211.3235543, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-523.834589,97,2.583498
-207.025456,112,3.162733
-290.192447,92,3.519256
-316.557805,91,3.839637
-123.254652,104,4.257921
-105.873341,128,4.831179
-373.959075,118,5.48068
-265.725083,170,6.451243
-439.931473,114,6.963011
-325.65722,206,8.197611
-205.719988,183,9.408383
-338.100027,108,10.090077
-201.282287,200,11.497839
-236.282122,203,12.891933
-620.635917,323,16.057011
-358.60554,216,17.949097
-314.592072,816,32.317745
-812.667028,665,44.31272
-550.453635,344,47.519711
-716.754587,683,58.36209
-567.673204,323,62.369986
-501.784742,376,67.718833
-485.959515,227,70.904985
-346.122575,215,73.288274
-586.157076,506,321.690992
-571.121349,345,329.378423
-223.704131,1000,358.71405
-219.921344,390,370.306335
-241.081999,282,372.860226
-229.089735,308,375.757713
-272.430383,731,388.067361
-198.915264,335,394.553514
-214.794551,1000,426.031348
-182.845878,1000,457.291667
-134.635212,1000,1165.545024
-130.786635,1000,1194.896567
-161.254154,1000,1222.263448
-134.270735,1000,1255.130624
-123.395123,1000,1289.037874
-107.241997,1000,1317.451897
