#{"t_start": 1665217450.2306592, "env_id": "LunarLander-v2"}
r,l,t
-301.034229,97,2.587385
-262.256866,96,3.24535
-89.624679,86,3.82606
-190.201249,155,4.931219
-203.38211,145,6.002759
-156.507946,216,8.011951
-245.966895,148,9.788807
-213.533724,241,12.65684
-244.935806,285,16.637316
-197.931555,154,18.672518
-56.82574,296,23.163263
-222.212378,161,25.783157
-243.687857,169,29.082064
-223.932523,84,30.467335
-82.910125,189,34.666944
-68.848701,167,38.09414
-7.734572,163,41.911741
-177.920939,133,44.571425
44.545037,1000,277.06526
28.95596,102,278.596322
-92.316438,469,284.640774
-199.331865,252,288.680523
-228.182972,293,294.606638
-166.804779,133,296.617506
-190.72499,215,299.709222
-160.261638,163,302.108157
-61.408571,174,305.014122
25.094095,267,308.219791
-188.355796,219,671.865161
-42.061022,147,674.173959
-252.735105,317,680.991446
-25.873656,154,684.326904
-53.599742,161,686.870206
-164.703153,140,688.457539
55.15644,169,690.623146
67.892021,207,693.271119
-190.511858,146,694.936976
-153.382993,139,696.413775
-139.919178,151,698.310049
-8.512892,166,701.21248
-123.684341,152,703.985173
-32.967763,222,708.403443
-38.912133,217,713.043728
-160.979026,124,715.3664
-24.846919,180,718.187127
22.710246,153,719.933874
78.967444,184,1199.870874
-11.487051,120,1201.431776
-47.468046,255,1205.664988
-135.73129,161,1208.764653
-183.142077,199,1213.514037
-73.644834,215,1219.49708
-89.134695,469,1229.268143
-119.668066,131,1230.995046
-32.927096,153,1233.484002
285.01485,320,1238.646648
9.630737,109,1240.277244
242.601254,581,1250.939598
-154.8504,149,1253.172215
33.122241,166,1256.176296
233.100663,517,1712.855634
-163.13033,165,1715.872432
-45.372127,151,1717.825499
309.036634,200,1720.110994
-176.728925,255,1724.769004
46.447426,174,1727.30116
-183.743891,216,1731.343054
-38.95424,260,1735.848869
-2.281724,152,1737.967546
-144.71559,139,1739.599569
-135.464418,143,1741.905665
49.78212,278,1746.933883
-19.453063,406,1753.587704
1.674838,150,2197.119826
21.583633,151,2199.822938
-25.979403,273,2203.447195
-168.757844,140,2205.459861
-148.996821,144,2207.739319
-24.566835,265,2211.42864
-18.124474,169,2214.191152
-9.088611,155,2216.163069
-27.900663,357,2221.080987
-47.708616,203,2225.101262
-150.186889,140,2228.291498
-157.269997,186,2231.884773
-17.512522,212,2234.819268
-49.373159,284,2240.993976
-200.502087,143,2244.20457
-25.999934,308,2680.761239
280.833934,302,2685.117736
13.420607,157,2688.079761
-47.482587,153,2690.225414
-154.187885,207,2693.86163
-60.377,408,2702.472903
307.88585,299,2709.689171
276.576654,398,2717.669923
281.63194,680,2732.097807
223.991197,463,2741.442961
6.197847,194,3186.582965
239.533266,472,3198.513175
214.435213,395,3205.599803
-25.880942,164,3208.384182
-75.153934,571,3219.716858
287.922884,675,3232.490229
261.313701,345,3240.947635
-18.170791,200,3244.855364
