#{"t_start": 1665217450.2330062, "env_id": "LunarLander-v2"}
r,l,t
-315.364429,104,2.640033
-332.906015,98,3.316366
-175.553651,88,3.895372
-51.914185,133,4.84827
-72.82646,99,5.625985
-233.185532,63,6.049298
-295.604339,146,7.412597
-176.663597,155,9.062937
-331.389997,175,11.092002
-27.136854,135,12.834005
-134.735114,155,14.898963
-43.267086,179,17.500783
-65.806717,268,21.432569
-146.781931,159,23.796025
-26.890273,172,26.66228
-142.698438,160,29.755967
-143.540086,160,32.925091
-80.466439,272,38.870814
-211.88863,142,42.180611
-22.827052,219,46.97438
-66.145205,325,265.80694
-192.240067,200,269.275641
-39.213009,172,272.612162
-36.151901,106,274.762221
-223.510033,264,279.510056
-156.722941,152,280.984969
-33.229202,214,284.054923
-194.93208,146,286.097499
-171.792746,131,288.396017
173.304967,1000,305.109284
44.996789,178,307.249277
105.757325,1000,685.92707
-205.129068,320,689.911637
-41.362656,210,692.538349
-178.644599,230,695.157414
-259.886238,397,700.5313
-200.013701,158,703.259059
-169.021618,143,706.134578
4.047318,215,710.534014
-112.507572,320,716.707296
-12.986726,187,719.255679
9.952642,214,721.595589
-93.565198,293,1203.558723
179.791414,982,1226.498919
38.352593,163,1229.028501
-21.762949,271,1233.004106
-203.079355,279,1237.502044
196.881438,545,1247.027185
48.412809,295,1252.118172
-71.469042,651,1710.700063
-35.291689,263,1715.778578
44.636993,155,1717.811953
-157.305887,136,1719.240201
-179.12759,190,1722.218717
-59.553598,437,1729.694466
-171.671901,137,1732.324886
-0.247259,205,1735.83237
234.179381,395,1741.206929
-122.872777,157,1744.255722
-22.175116,152,1746.809112
-14.245375,367,1752.816262
-214.349077,324,2199.443128
-31.555307,255,2202.807856
-152.620366,144,2204.854862
-15.292445,414,2210.911242
-18.542885,162,2213.548218
-185.272592,213,2216.387951
-4.838052,202,2219.126027
230.694069,314,2224.4762
273.909663,399,2232.528389
-38.424367,266,2236.642704
295.889407,544,2249.45854
236.347918,383,2684.936215
-65.115032,270,2689.606893
-127.587492,148,2691.752681
151.102287,980,2713.913978
-46.775881,167,2716.629426
91.848065,1000,2737.561813
-20.947989,174,2740.811404
222.596116,494,3193.079878
-36.15628,155,3197.244115
201.781324,529,3207.059004
238.189197,342,3212.709092
3.968453,163,3216.090036
-172.760511,228,3221.363461
271.992148,310,3226.347932
-143.000614,147,3229.143181
-43.202808,511,3241.575853
-17.293394,120,3243.831909
-1.476813,161,3247.01275
