#{"t_start": 1665134435.4598193, "env_id": "Acrobot-v1"}
r,l,t
-412.0,413,3.208907
-180.0,181,3.82594
-168.0,169,4.386686
-103.0,104,4.708654
-110.0,111,5.037271
-104.0,105,5.355035
-150.0,151,5.806251
-110.0,111,6.133374
-106.0,107,6.434336
-82.0,83,6.669669
-101.0,102,8.385404
-106.0,107,8.693847
-88.0,89,8.973499
-96.0,97,9.302535
-131.0,132,9.768644
-124.0,125,10.158687
-85.0,86,10.42909
-93.0,94,10.720129
-101.0,102,11.028029
-74.0,75,11.254121
-84.0,85,11.510001
-91.0,92,11.791754
-110.0,111,12.123437
-73.0,74,12.349118
-81.0,82,12.594638
-167.0,168,14.813859
-86.0,87,15.07456
-75.0,76,15.304265
-94.0,95,15.594404
-105.0,106,15.915183
-88.0,89,16.186518
-89.0,90,16.459802
-74.0,75,16.690407
-87.0,88,16.960759
-75.0,76,17.192457
-89.0,90,17.470162
-99.0,100,17.773652
-201.0,202,18.384802
-83.0,84,18.643514
-73.0,74,18.870581
-153.0,154,19.336368
-117.0,118,20.773718
-74.0,75,21.032898
-63.0,64,21.238115
-81.0,82,21.534686
-79.0,80,21.812832
-73.0,74,22.062833
-94.0,95,22.39711
-74.0,75,22.632576
-72.0,73,22.853252
-82.0,83,23.109431
-92.0,93,23.395997
-80.0,81,23.644182
-84.0,85,23.902124
-87.0,88,24.167407
-91.0,92,24.44065
-85.0,86,24.704987
-73.0,74,24.928455
-80.0,81,25.173253
-97.0,98,25.46369
-81.0,82,27.027191
-182.0,183,27.550514
-102.0,103,27.845081
-94.0,95,28.113174
-79.0,80,28.339996
-76.0,77,28.557126
-72.0,73,28.765991
-62.0,63,28.944083
-78.0,79,29.172363
-86.0,87,29.421539
-83.0,84,29.661958
-78.0,79,29.900337
-93.0,94,30.185699
-96.0,97,30.476733
-100.0,101,30.768354
-82.0,83,31.002917
-81.0,82,31.238626
-79.0,80,32.676187
-75.0,76,32.91366
-78.0,79,33.158689
-76.0,77,33.390773
-74.0,75,33.617305
-142.0,143,34.05402
-86.0,87,34.323944
-94.0,95,34.635695
-73.0,74,34.882449
-70.0,71,35.110969
-78.0,79,35.383897
-126.0,127,35.804697
-86.0,87,36.104977
-78.0,79,36.370079
-69.0,70,36.597027
-71.0,72,36.821918
-81.0,82,37.068538
-69.0,70,37.282561
-145.0,146,39.458093
-80.0,81,39.707381
-98.0,99,40.00676
-71.0,72,40.226626
-74.0,75,40.451049
-89.0,90,40.728687
-75.0,76,40.961157
-80.0,81,41.211592
-79.0,80,41.452887
-90.0,91,41.728908
-70.0,71,41.950051
-80.0,81,42.197619
-107.0,108,42.523521
-90.0,91,42.821185
-93.0,94,43.110491
-91.0,92,43.393492
-90.0,91,43.667666
-131.0,132,48.008398
-90.0,91,48.29068
-138.0,139,48.711519
-96.0,97,49.011449
-96.0,97,49.303215
-91.0,92,49.588044
-139.0,140,50.014912
-72.0,73,50.23487
-77.0,78,50.473222
-73.0,74,50.699932
-93.0,94,50.980163
-196.0,197,51.584318
-75.0,76,51.814372
-81.0,82,52.056121
-97.0,98,52.357565
-81.0,82,52.604667
-76.0,77,54.848143
-84.0,85,55.104056
-89.0,90,55.371383
-75.0,76,55.600543
-75.0,76,55.83307
-83.0,84,56.08567
-69.0,70,56.296715
-88.0,89,56.567809
-171.0,172,57.084108
-77.0,78,57.320305
-88.0,89,57.590101
-80.0,81,57.83958
-69.0,70,58.053041
-70.0,71,58.26686
-89.0,90,58.541241
-90.0,91,58.818339
-70.0,71,59.041095
-78.0,79,59.291568
-74.0,75,60.830923
-78.0,79,61.073367
-86.0,87,61.335734
-91.0,92,61.620288
-500.0,500,63.291499
-92.0,93,63.609108
-79.0,80,63.894511
-89.0,90,64.174875
-80.0,81,64.426858
-85.0,86,64.68924
-85.0,86,64.948208
-105.0,106,65.266811
-72.0,73,65.488989
-76.0,77,65.718281
-113.0,114,67.902519
-92.0,93,68.183885
-77.0,78,68.418783
-107.0,108,68.751128
-80.0,81,68.994213
-76.0,77,69.238185
-71.0,72,69.467596
-108.0,109,69.798685
-84.0,85,70.055891
-79.0,80,70.300055
-76.0,77,70.530996
-73.0,74,70.7573
-75.0,76,70.987558
