#{"t_start": 1665193714.5823088, "env_id": "LunarLander-v2"}
r,l,t
-148.806729,105,2.779004
-40.251721,107,3.544005
-257.792601,192,5.391577
-250.403829,234,7.593964
-59.133518,269,10.558163
-304.300185,210,13.499178
-301.499765,282,17.679166
-187.70896,150,20.173445
-100.401634,221,23.488063
-222.116294,294,26.526339
-7.953165,125,27.86095
-144.704094,153,29.604932
-109.89943,281,33.046058
-15.907188,189,35.409614
19.341615,261,38.863657
11.65944,163,363.499574
-135.039514,132,365.388307
-147.543087,143,366.982211
101.908691,1000,384.186003
-199.156525,230,387.536316
-183.233121,143,389.922069
-1.781216,214,392.627797
-15.874521,167,395.130946
122.955033,1000,855.441569
-198.35684,272,860.343087
-135.402277,156,862.952441
-228.166007,238,867.681772
-208.959951,161,869.826765
-232.734441,314,873.835008
304.981966,575,881.370906
-190.929829,271,884.890372
23.241041,182,886.846104
-12.128872,266,889.9339
-184.600523,208,892.763768
66.132626,193,895.120954
84.453611,197,897.83641
84.140638,140,1219.52576
36.650309,197,1222.450346
-179.331989,284,1226.257022
10.730824,169,1228.756302
-43.636164,226,1232.642168
-11.367603,158,1235.180854
-0.234386,216,1239.041149
-201.132797,206,1242.345635
8.296243,192,1244.978791
-61.681732,274,1249.409942
-168.836687,152,1252.078947
-15.663462,249,1256.281667
-211.253231,199,1258.660756
279.331062,638,1636.658653
-211.347923,214,1640.316887
-6.855142,278,1645.089853
-37.110061,423,1654.905996
223.006821,619,1665.184091
-34.952257,271,1669.991915
-194.1913,309,1675.552236
-196.253325,295,1679.585176
16.834237,173,1681.38258
-5.830471,215,1683.928457
245.915051,437,1927.969946
-55.770308,243,1931.238002
305.496271,356,1936.792134
201.989447,659,1947.757365
-219.374125,332,1952.767044
-6.991934,263,1956.420587
-24.741891,206,1959.192574
-15.154925,198,1961.924608
-183.382709,259,1965.303927
17.189283,157,1967.79179
-185.647138,338,2248.347443
202.175564,498,2258.119319
-1.218244,226,2261.273801
7.421333,158,2263.973164
3.480406,156,2267.405787
37.332083,212,2272.630596
-221.569793,261,2278.299089
-176.622279,147,2280.740969
-83.972423,555,2292.4031
-76.140227,150,2294.743502
-19.333129,157,2297.062512
-78.612767,374,2303.830002
-152.932502,210,2601.411494
33.826046,229,2604.550094
-192.827129,363,2609.927686
-153.914134,200,2612.844347
-112.388865,178,2615.877431
231.106867,436,2624.084116
-181.373666,151,2626.29418
23.200326,166,2629.199083
247.631827,587,2638.942724
229.199263,383,2644.344105
-37.628201,343,2650.497178
