#{"t_start": 1665190802.3329475, "env_id": "LunarLander-v2"}
r,l,t
-191.562832,111,3.118714
-35.269158,95,3.781004
-29.350556,147,4.939858
-103.944972,158,6.338391
-319.755155,208,8.299698
0.781538,127,9.790909
-172.579244,134,11.12619
-231.872115,232,13.910608
-177.276967,152,15.863856
-127.663628,179,19.272694
200.753515,765,36.536091
-40.88642,137,39.031054
-133.309319,143,41.894669
-199.259261,270,47.971816
-286.719972,256,54.668089
-107.729906,238,534.365145
-191.453996,140,536.503662
-215.173843,182,539.089917
-251.791979,199,541.934682
-91.35216,293,545.892477
-80.686862,266,549.564109
-135.8924,136,551.235523
-6.210884,296,555.287658
-60.044722,143,557.302433
-70.767693,270,560.472312
-54.617879,297,563.949861
-12.987767,115,565.37658
-233.509923,376,570.668681
-217.302285,223,1024.207884
141.37999,1000,1039.611922
-188.435482,153,1042.335443
21.364105,225,1046.185056
13.003369,238,1049.645407
23.490639,209,1053.296112
26.706145,149,1056.481737
16.962813,194,1060.419287
-45.648079,225,1064.849779
244.266485,477,1071.134269
63.618424,127,1072.530738
-6.406777,196,1493.195266
4.858913,189,1495.603461
-187.454317,135,1497.387701
5.970215,182,1500.127238
9.839278,151,1502.1948
-168.382069,129,1503.94908
29.722533,179,1506.534193
38.688312,145,1508.33919
76.545553,147,1510.200634
230.621092,589,1518.097184
281.251952,310,1522.704895
2.985847,145,1525.045095
1.376881,150,1526.608816
27.894387,101,1527.777651
22.215106,242,1530.163023
-28.388258,221,1532.897213
42.034029,234,1864.817524
17.303846,211,1868.468949
93.420033,140,1870.305727
10.66812,197,1872.858813
112.059957,1000,1887.944947
238.443129,267,1892.474055
-20.056907,239,1895.642602
67.99354,165,1897.658012
-22.225066,224,1900.427584
0.903234,164,1902.382698
294.714428,399,2237.262891
8.425116,202,2240.371551
1.964714,158,2242.849293
70.121192,139,2244.747567
12.02747,232,2248.552667
-5.164749,239,2251.893404
-0.168775,185,2254.057559
16.662289,121,2255.98153
-0.365017,243,2258.850022
2.44344,269,2263.440884
262.776095,305,2269.174853
20.088266,293,2273.15955
26.233975,158,2275.545177
16.626779,101,2277.082053
21.575874,277,2281.176385
-26.692059,301,2498.462102
24.934407,161,2500.73233
-25.339036,192,2503.241749
20.216005,255,2506.592051
18.322827,215,2509.124964
259.743737,299,2513.051216
240.147073,334,2517.639961
-11.769155,316,2522.201537
-38.002915,187,2524.790548
81.718892,152,2526.422637
10.04497,266,2529.62973
6.903161,279,2533.514036
246.129187,358,2692.270085
-8.531884,308,2696.443794
44.690449,237,2699.625303
-8.909308,248,2703.039584
16.83177,170,2705.65144
23.859827,233,2708.852256
5.637758,281,2712.151899
-5.358269,300,2715.583432
237.733285,393,2720.812831
15.268852,204,2723.298257
19.926998,157,2724.985529
24.108678,297,2728.506107
