#{"t_start": 1665156665.8126576, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-158.899773,149,2.985921
-104.532104,90,3.444238
-312.166614,103,4.01038
-20.184461,103,4.536575
-484.364732,91,4.986585
-16.365096,82,5.354892
-190.41642,87,5.708034
-278.581105,123,6.263678
-302.816067,87,6.649634
-188.601054,86,7.014582
-283.483815,71,7.3189
-235.741603,104,7.799254
-284.519885,112,8.405849
-194.265016,185,9.476364
-148.306122,110,10.147308
-257.88447,112,10.749494
-538.999976,103,11.273411
-414.482149,101,11.777275
-75.584675,95,12.337209
-311.271199,95,12.790732
-329.784521,102,13.310091
-228.358927,87,13.715254
-252.034094,90,14.310443
-348.246305,158,15.292935
-426.324038,89,15.843688
-503.447548,204,17.287705
-486.844308,91,17.861793
-382.629599,114,18.718798
-1321.512584,271,20.846439
-561.087216,85,21.365007
-390.073915,142,22.355442
-643.249767,236,23.985961
-418.671945,60,24.292853
-281.629242,51,24.581414
-239.533428,174,25.696562
-413.495121,68,26.020728
-551.346871,216,27.258518
-332.820245,122,27.961763
-561.926524,119,28.737913
-369.734119,105,29.28897
-308.639554,148,30.091598
-390.488181,79,30.446831
-313.898053,72,30.815149
-224.661565,174,31.809493
-281.491929,118,32.295942
-355.94273,62,32.610316
-302.427319,61,32.892826
-266.658209,60,33.16863
-412.472533,170,34.140473
-539.676084,158,35.01372
-290.891004,82,35.4918
-498.857381,123,36.171995
-290.722867,93,36.556123
-264.849621,127,37.205581
-217.924823,96,58.261126
-348.547955,85,58.805534
-282.911653,124,59.613231
-400.749083,129,60.527831
-312.501219,71,60.941685
-373.122696,59,61.271441
-341.037565,126,62.038353
-300.227448,115,62.707602
-610.908739,135,63.736024
-378.765268,138,64.58442
-313.685197,114,65.315747
-376.643747,80,65.755907
-541.276286,131,66.578079
-675.417246,141,67.528344
-484.732963,126,68.355782
-437.29649,121,69.080243
-506.434622,130,69.850244
-271.495852,122,70.703996
-317.72577,123,71.492642
-400.668226,128,72.390336
-479.677371,136,73.294164
-324.631333,110,73.862036
-325.965937,118,74.648269
-319.833195,77,75.11111
-270.435481,87,75.587687
-329.469929,81,76.004816
-384.54654,126,76.775707
-484.425927,120,77.472363
-335.889965,76,77.871864
-509.105316,189,79.048596
-390.521358,114,79.729365
-293.6554,125,80.461125
-334.795798,103,81.12909
-149.347909,114,82.112164
-292.777929,154,83.211805
-20.442431,132,84.373742
-329.727776,101,85.571054
-395.986302,243,87.524038
-440.258644,199,88.984645
-598.389662,238,90.945864
-126.760438,216,92.666473
-641.858747,182,94.078804
-359.473221,166,95.563207
-372.172782,144,96.846109
-498.079897,242,98.969999
-276.627692,255,101.719305
-432.646955,429,186.409104
-535.992183,253,188.85452
-387.520016,157,190.578615
-280.215345,274,193.363123
-399.568225,248,195.737656
-485.645616,300,199.002144
-587.013965,378,203.271635
-413.969213,159,204.801468
-488.305202,228,206.90298
-620.721726,235,209.459106
-438.288015,237,211.9912
-615.750143,319,215.493165
-509.815671,219,217.800377
-411.084134,177,219.958458
-567.692386,303,223.03118
-460.090361,181,224.765877
-603.850086,348,228.26345
-521.730945,256,231.03655
-587.539859,258,233.892787
-620.108012,159,235.391663
-577.944135,143,236.913344
-540.69799,287,240.356355
-344.07581,247,242.731266
-553.414727,215,244.875234
-313.534938,185,246.841928
-379.315013,191,249.064724
