#{"t_start": 1665117474.3517962, "env_id": "Pendulum-v1"}
r,l,t
-1002.380593,200,2.32455
-1657.344501,200,2.729738
-1180.441345,200,3.125215
-1203.510533,200,3.523274
-1481.199157,200,3.912333
-840.298768,200,4.284657
-1333.539652,200,4.655574
-1542.053742,200,5.025504
-1450.326272,200,5.400886
-1239.597282,200,5.776093
-1097.187197,200,6.146163
-1461.972483,200,6.515544
-1140.196518,200,6.889009
-1180.800677,200,7.274732
-1367.378588,200,7.661061
-1341.644016,200,8.961111
-1410.512174,200,9.343265
-1365.265023,200,9.789485
-1400.285038,200,10.224599
-943.351622,200,10.646485
-1379.833014,200,11.088177
-776.998883,200,11.464128
-1079.06213,200,11.864421
-1271.815315,200,12.225809
-1339.276441,200,12.643226
-1306.429599,200,13.046236
-1110.835156,200,13.453837
-1494.989846,200,13.864844
-1082.138398,200,14.27687
-1442.501568,200,14.684465
-1518.331586,200,15.090976
-970.382898,200,16.393155
-862.834618,200,16.836108
-1032.013841,200,17.263568
-1491.657049,200,17.66612
-947.022944,200,18.092818
-1262.234221,200,18.472892
-1270.12047,200,18.836119
-1268.745577,200,19.23224
-1006.8698,200,19.633151
-1124.167749,200,20.05255
-1168.403763,200,20.471139
-1286.727122,200,20.885436
-1551.487821,200,21.296161
-991.285539,200,21.693032
-1200.776405,200,22.058616
-901.1616,200,23.275199
-760.660951,200,23.642104
-1494.034743,200,24.054909
-1027.152829,200,24.522436
-1517.379069,200,25.003264
-823.39489,200,25.424377
-1093.352342,200,25.816496
-1508.908897,200,26.178975
-1269.285243,200,26.545642
-1031.8788,200,26.90832
-798.976417,200,27.274837
-1274.714621,200,27.633026
-920.774278,200,27.997356
-1244.078188,200,28.359126
-806.562615,200,28.725691
-1491.581033,200,29.089403
-1190.710573,200,30.298659
-688.6777,200,30.664341
-942.823095,200,31.085577
-1176.061271,200,31.499689
-789.643859,200,31.892949
-827.497849,200,32.28415
-1389.994089,200,32.65911
-848.106144,200,33.033585
-1099.228701,200,33.401899
-611.169136,200,33.771158
-837.373046,200,34.139903
-1377.505884,200,34.508781
-675.110446,200,34.880546
-412.763594,200,35.247737
-1034.220168,200,35.624231
-907.975271,200,35.991517
-678.767684,200,37.216944
-981.631389,200,37.585662
-911.383602,200,37.961075
-1192.880171,200,38.32467
-409.366129,200,38.689631
-1340.263448,200,39.054937
-1293.837848,200,39.426975
-1270.104279,200,39.798481
-1039.215456,200,40.158916
-679.495372,200,40.520768
-703.038585,200,40.89337
-1154.180716,200,41.260064
-1496.198,200,41.622758
-557.717718,200,41.995441
-1349.079146,200,42.359102
-1494.841605,200,43.570489
-839.523402,200,43.938153
-1165.77762,200,44.301755
-1158.417366,200,44.666523
-801.427609,200,45.033431
-843.634421,200,45.395002
-675.012672,200,45.759183
-548.799651,200,46.13052
-983.592073,200,46.492063
-1355.21194,200,46.858818
-542.09032,200,47.219968
-812.823667,200,47.58608
-1280.02819,200,47.953885
-288.929169,200,48.317177
