#{"t_start": 1665196678.9256067, "env_id": "LunarLander-v2"}
r,l,t
-234.478104,95,2.875915
-440.927129,149,4.06894
-45.966463,113,5.101133
-329.826265,170,6.330662
-466.792709,235,8.482918
-27.411893,222,10.61125
8.516192,156,12.035856
-202.398848,249,14.673447
-288.653523,176,16.800138
-70.761697,124,18.564289
-221.875367,164,21.12145
-11.843395,180,24.394654
-10.19258,113,26.060782
45.202928,155,27.524265
-208.851469,283,31.039816
-9.762621,278,35.353837
15.670715,267,367.971594
-225.519542,168,370.239198
-62.856839,289,374.330622
-53.272057,222,377.318674
-190.750789,164,379.140516
-162.590943,149,381.147285
-218.832423,237,384.505751
-101.755165,288,389.937323
-229.976506,384,397.087074
-233.370941,278,402.009896
-157.787766,471,409.50135
-79.46491,205,412.810836
-171.245773,206,416.781398
-94.885726,280,875.818916
-131.295257,451,882.852076
-286.552026,635,893.497554
-239.0093,307,897.810679
-254.430705,343,903.425227
226.280454,590,914.034548
-70.313275,213,917.263535
-142.545428,154,920.143013
194.301889,649,1404.923917
40.589323,167,1407.336931
14.091142,187,1409.30117
305.186345,286,1413.179964
268.845163,341,1417.227528
-19.420629,285,1421.078211
-1.290459,259,1424.483606
39.017439,148,1426.725708
-51.868556,243,1429.971221
307.400402,285,1435.290856
-38.768928,266,1438.698249
-9.245036,187,1440.879972
-144.705753,141,1923.455138
267.909306,277,1927.757931
29.775858,176,1930.018727
40.322522,202,1933.787801
95.062441,151,1936.225187
191.489339,498,1944.01473
-19.234275,158,1946.276349
263.117581,287,1949.622492
-44.076588,258,1953.92846
24.058193,154,1955.914541
-14.813211,237,1959.117636
17.609568,186,1961.687007
61.411261,114,1963.208968
106.10536,130,1965.254222
35.176732,120,1967.108433
-11.423713,142,2416.43688
27.508168,197,2418.92371
4.973219,195,2421.549178
301.648666,218,2424.817859
-182.607678,236,2427.949673
-0.629551,152,2429.794938
-158.310929,138,2431.353591
227.451298,391,2437.700037
243.817348,377,2443.580347
-46.16133,340,2448.078946
-19.894131,204,2450.566016
19.369497,167,2452.790752
-10.298577,314,2457.191943
264.708523,274,2843.722666
-150.25118,154,2845.464937
-182.749049,127,2846.841875
27.478011,153,2848.494841
-149.950566,145,2850.264029
72.781033,145,2851.777724
4.926602,114,2852.805728
43.509702,151,2854.40636
-3.70149,186,2856.4215
-71.383029,142,2858.380821
315.333188,275,2861.885858
-37.074429,154,2863.363791
247.483009,418,2868.358906
7.202548,236,2870.790868
221.497784,598,3287.02712
32.763406,216,3290.137811
-24.875004,236,3293.36498
-181.639964,143,3295.27673
-3.031624,247,3298.545732
227.367266,345,3303.198301
-27.722907,152,3304.987779
240.295208,501,3313.504974
-17.511193,145,3316.071121
276.516305,295,3319.857877
-19.091866,153,3321.960908
10.253282,117,3323.91455
32.117539,213,3327.470333
-137.207424,137,3329.7544
