#{"t_start": 1665196678.9289513, "env_id": "LunarLander-v2"}
r,l,t
-12.104133,76,2.721946
-548.065167,112,3.580607
-213.932759,168,5.093298
-439.227957,146,6.13491
-220.448884,122,7.017806
-207.684787,140,8.498077
-17.992666,175,10.231889
-282.290554,155,11.673412
-74.00821,127,12.7079
-319.851105,182,14.842438
-192.905053,183,17.094693
-98.25967,379,23.168954
-59.973738,122,25.393795
3.107124,175,27.109008
-92.582501,294,30.55872
-176.941889,178,33.334451
-203.895008,321,37.740368
-50.295901,248,370.327942
-54.832228,307,374.642599
-261.779627,259,378.041901
-209.972083,208,380.580406
-48.422889,163,382.763388
158.928946,1000,400.735041
-59.773058,187,403.972939
-242.170598,233,407.501628
292.670179,810,875.832242
16.848345,172,878.200407
277.974273,373,884.075563
-49.02848,502,892.760942
-276.560813,232,896.109399
244.231859,429,902.903816
251.746837,352,909.115776
30.384471,199,912.773045
-204.515938,229,916.415306
-55.341495,500,1397.586561
-32.634831,160,1400.435727
6.646417,210,1405.311852
-188.063749,254,1408.433692
-184.629386,186,1410.666689
7.789325,162,1412.96244
-6.106575,146,1414.522288
-147.94967,141,1416.202917
-43.842655,355,1420.993373
-145.229532,183,1423.57503
-9.250294,208,1426.348894
-38.627691,161,1428.546969
-4.768268,200,1431.501973
6.132128,203,1435.462188
-117.790161,136,1436.960483
30.657181,93,1438.455701
-0.935155,194,1440.672393
96.749323,135,1923.128627
-132.681325,150,1925.458137
-163.245646,137,1927.591942
232.33686,322,1932.517646
3.302608,209,1936.103624
-10.428347,201,1938.699979
-16.222785,286,1943.695982
-167.893659,130,1945.589415
11.828981,244,1948.588864
181.155266,653,1958.083934
-15.923692,132,1959.55443
2.438035,456,1966.45029
0.522552,263,2417.222185
-140.335701,127,2418.940319
-36.32496,378,2424.498729
-149.213077,160,2426.439477
24.71027,281,2430.031244
-164.270995,135,2431.566325
-6.883928,150,2433.865405
-167.058161,138,2436.268039
5.718105,152,2438.89904
-0.714346,158,2441.662614
40.607594,252,2444.752518
240.205768,329,2449.287771
-155.50929,231,2451.994441
-203.668958,196,2455.143581
-146.008452,157,2457.05123
45.006678,177,2842.036905
19.278965,189,2844.746043
-0.502967,108,2845.810587
-59.251801,136,2847.381781
-37.802854,185,2849.364046
-146.396084,135,2850.85752
4.965389,201,2852.85856
322.007305,238,2855.333507
-8.56042,107,2856.599711
-29.284951,314,2860.754849
15.125132,196,2862.973186
-114.311069,147,2864.324836
30.784454,183,2866.49518
1.668172,194,2869.106082
-18.963344,264,2871.767394
-4.560651,273,2875.220312
238.291711,393,3289.259359
241.738749,417,3294.976441
17.965793,146,3296.721161
59.09171,151,3298.854218
88.620791,157,3301.054015
29.704851,166,3303.241113
-35.838061,258,3306.141347
209.260038,460,3314.935784
28.073796,1000,3329.895566
