#{"t_start": 1665106304.2031436, "env_id": "Pendulum-v1"}
r,l,t
-1492.401957,200,2.552066
-1641.744673,200,3.010673
-1634.672625,200,3.456371
-856.239981,200,3.878636
-1046.531285,200,4.30599
-1309.561661,200,4.736182
-1199.5659,200,5.149157
-908.905651,200,5.555701
-1068.560645,200,5.961503
-1385.945358,200,6.367265
-1253.892813,200,6.787018
-1467.347432,200,7.206732
-1276.581698,200,7.635094
-1168.80107,200,8.055378
-1197.872662,200,8.467712
-1079.035082,200,9.796268
-1099.693285,200,10.237328
-1247.410934,200,10.686104
-949.64451,200,11.167362
-1422.981974,200,11.596819
-1052.167661,200,12.045661
-1317.191007,200,12.462828
-1175.088868,200,12.873189
-995.643181,200,13.311483
-1100.371895,200,13.750333
-1269.747176,200,14.192625
-1538.050572,200,14.623244
-937.137442,200,15.048851
-941.544221,200,15.485959
-1504.45645,200,15.901906
-1040.520584,200,16.333993
-1243.775882,200,17.703806
-986.232017,200,18.148128
-1207.237888,200,18.532602
-762.310834,200,18.950291
-1013.024996,200,19.34081
-1637.936445,200,19.737876
-1292.58005,200,20.122817
-798.211552,200,20.489088
-1245.398224,200,20.86049
-1412.799409,200,21.228826
-1348.293906,200,21.597105
-857.047494,200,21.969634
-1575.046948,200,22.337572
-1111.245823,200,22.70377
-1128.128605,200,23.071225
-1529.900841,200,24.300797
-808.238655,200,24.672466
-1190.526764,200,25.092772
-953.133436,200,25.557656
-1115.873414,200,26.007055
-1491.698604,200,26.417574
-955.087294,200,26.804925
-699.834715,200,27.185694
-1074.15725,200,27.58686
-751.784478,200,27.980165
-1341.107938,200,28.359327
-1165.978524,200,28.775716
-1527.177956,200,29.174108
-1332.212599,200,29.556513
-793.053058,200,29.956096
-536.269326,200,30.349194
-672.195175,200,31.651551
-1573.436623,200,32.043104
-971.808028,200,32.500286
-533.103488,200,32.924466
-997.196383,200,33.317485
-694.906282,200,33.727464
-929.8161,200,34.104475
-832.736921,200,34.472675
-954.047624,200,34.843905
-1023.178487,200,35.215693
-986.039773,200,35.611593
-1358.45402,200,35.999291
-1254.606298,200,36.373584
-1264.283819,200,36.750662
-855.720167,200,37.143148
-799.558802,200,37.591487
-1335.905003,200,39.174225
-985.145536,200,39.639605
-946.458671,200,40.121532
-806.086037,200,40.583251
-1431.603903,200,40.991328
-1388.629504,200,41.437646
-582.25489,200,41.867501
-1050.201285,200,42.29776
-952.347769,200,42.69953
-1513.773759,200,43.109983
-1502.736969,200,43.502632
-1091.735749,200,43.935654
-981.619146,200,44.339837
-795.135366,200,44.732794
-680.562936,200,45.129448
-1491.760378,200,46.450429
-1327.967545,200,46.86464
-1339.454618,200,47.267414
-762.252325,200,47.669186
-668.191891,200,48.085302
-736.729794,200,48.528867
-964.905778,200,49.001994
-1515.096187,200,49.450775
-821.831388,200,49.888602
-1112.935228,200,50.351576
-473.796292,200,50.765502
-801.312039,200,51.187283
-1430.934613,200,51.604539
-706.907381,200,52.050291
-680.89847,200,52.485721
-789.005039,200,52.941844
-401.286344,200,54.317689
-1187.986739,200,54.737881
-594.194268,200,55.185553
-1367.528654,200,55.634647
-136.349294,200,56.053861
-867.211916,200,56.533164
-939.727108,200,56.955244
-404.153455,200,57.382008
-273.498582,200,57.786541
-799.162712,200,58.182437
-271.139737,200,58.585771
-14.4279,200,59.019793
-265.31387,200,59.463944
-268.859593,200,59.900018
-826.080678,200,60.362793
-794.394162,200,60.810898
-538.041964,200,62.12684
-533.058821,200,62.561707
-269.411305,200,62.976435
-532.355429,200,63.390939
-665.743393,200,63.810951
-748.624671,200,64.216969
-256.851656,200,64.611184
-534.740185,200,65.028435
-409.429415,200,65.430494
-548.206896,200,65.82742
-268.648426,200,66.237563
-545.939913,200,66.636491
-262.97622,200,67.01966
-275.249486,200,67.403584
-132.576687,200,67.790071
-589.24003,200,69.107509
-4.23033,200,69.502666
-828.412826,200,70.023141
-431.626468,200,70.531277
-697.930162,200,71.04978
-556.543194,200,71.517884
-1.924485,200,71.993325
-135.166363,200,72.451964
-134.639095,200,72.909391
-3.609177,200,73.349422
-262.538766,200,73.78509
-263.47485,200,74.227757
-263.773295,200,74.660622
-507.840279,200,75.10326
-274.628969,200,75.526956
-2.435965,200,75.985972
-517.418658,200,77.346804
-528.226468,200,77.757388
-261.39787,200,78.234759
-134.390505,200,78.662076
-380.709104,200,79.079681
-265.460726,200,79.487541
-258.911898,200,79.896886
-707.492512,200,80.307439
-127.948115,200,80.72963
-128.510924,200,81.157995
-271.271971,200,81.591555
-263.295286,200,82.038994
-128.239706,200,82.478354
-260.754298,200,82.922014
-2.891056,200,83.37294
-397.09567,200,84.797513
-133.772917,200,85.249496
-130.857749,200,85.751477
-128.653984,200,86.220642
-532.020968,200,86.680179
-564.059355,200,87.115696
-133.957915,200,87.566379
-455.583146,200,87.979357
-126.450619,200,88.399499
-130.134729,200,88.830922
-397.79176,200,89.249773
-1.046994,200,89.686152
-305.294418,200,90.11413
-128.509825,200,90.533213
-2.611819,200,90.940322
-136.492464,200,91.343539
-0.755047,200,92.624896
-269.833775,200,93.025594
-268.860746,200,93.438654
-375.086467,200,93.866703
-278.408686,200,94.295128
-254.100301,200,94.68766
-254.113355,200,95.070552
-132.068099,200,95.440778
-391.196854,200,95.801849
-0.618528,200,96.174419
-276.704292,200,96.548963
-130.378925,200,96.932109
-120.694842,200,97.324824
-393.63449,200,97.716281
-398.001283,200,98.1225
-473.83332,200,98.545883
-130.889373,200,99.869279
-133.660108,200,100.272532
-400.970611,200,100.671185
-0.874931,200,101.067514
-262.844707,200,101.467469
-130.853278,200,101.902206
-131.277724,200,102.332165
-256.342882,200,102.741493
-131.634249,200,103.14686
-130.489098,200,103.547889
-125.788443,200,103.944097
-129.126744,200,104.34908
-251.042065,200,104.743332
-6.878461,200,105.152371
-324.577206,200,105.545691
-261.050296,200,106.862862
-128.953248,200,107.272327
-257.1853,200,107.710508
-126.761766,200,108.177367
-132.506479,200,108.633426
-1.938965,200,109.099616
-125.964831,200,109.533176
-246.214646,200,109.971852
-1.328789,200,110.374074
-4.729651,200,110.785844
-244.49007,200,111.222408
-306.074409,200,111.633424
-130.802607,200,112.038132
-375.345352,200,112.43087
-128.900515,200,112.82021
-133.430519,200,113.226318
-237.726167,200,114.517562
-1.382429,200,114.919583
-263.563049,200,115.403178
-249.521626,200,115.89026
-288.352286,200,116.373977
-1.860748,200,116.806282
-258.110244,200,117.224808
-128.089532,200,117.637741
-127.081944,200,118.063281
-246.660671,200,118.474476
-247.955118,200,118.874482
-265.519453,200,119.268782
-418.328671,200,119.703688
-260.994261,200,120.122498
-129.65437,200,120.532256
-400.630925,200,120.954962
-266.70216,200,122.28143
-249.658617,200,122.686996
-122.799745,200,123.104127
-133.994134,200,123.52774
-250.311212,200,123.930468
-128.591727,200,124.334468
-254.206751,200,124.73345
-123.322835,200,125.128081
-130.097142,200,125.525972
-127.806054,200,125.921396
-126.853691,200,126.317352
-264.213201,200,126.725957
-118.874803,200,127.120323
-121.272553,200,127.536171
-129.538294,200,127.954295
-266.299808,200,129.249302
-122.421708,200,129.667341
-123.737281,200,130.134324
-258.778627,200,130.621885
-130.905825,200,131.102215
-127.030137,200,131.585428
-257.769878,200,131.988735
-1.366061,200,132.389038
-380.286315,200,132.763229
-499.16546,200,133.145519
-0.868764,200,133.544897
-271.231606,200,133.930339
-131.489404,200,134.330854
-133.402135,200,134.720873
-126.372677,200,135.126992
-132.576688,200,135.537329
-2.054009,200,136.825562
-123.144922,200,137.235674
-5.323337,200,137.635031
-127.221499,200,138.04652
-314.423268,200,138.439101
-248.761364,200,138.83903
-308.406076,200,139.228456
-130.037151,200,139.639011
-127.098176,200,140.030623
-129.211071,200,140.413981
-244.109043,200,140.797815
-267.530893,200,141.189602
-0.475334,200,141.584193
-129.163329,200,141.977628
-1.68239,200,142.384965
-133.674664,200,143.644392
-129.419364,200,144.022393
-257.431475,200,144.401027
-381.550675,200,144.772604
-2.982439,200,145.13661
-247.414188,200,145.48144
-140.511606,200,145.831198
-259.387595,200,146.180714
-248.683768,200,146.555941
-278.176457,200,146.929814
-129.049688,200,147.300524
-141.621223,200,147.673465
-416.265604,200,148.050451
-129.765895,200,148.421178
-387.738875,200,148.791904
