#{"t_start": 1665111396.7091863, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-607.120138,100,2.567733
-1579.692972,131,3.323426
-152.728691,73,3.554905
-115.847881,59,3.732877
-105.523724,52,3.884412
-303.982551,53,4.060568
-352.871883,55,4.254003
-80.425652,54,4.454549
-511.035396,68,4.690953
-502.911163,69,4.92895
-338.608368,192,5.76222
-222.458856,54,5.933777
-1026.777033,87,6.262148
-162.430184,79,6.564025
-338.731227,63,6.764738
-320.778451,79,7.012972
-49.166287,82,7.239361
-118.256956,100,7.487774
-177.252193,66,7.643558
-122.414317,60,7.796086
-267.800967,102,8.074335
-152.208852,77,8.291493
-134.824473,52,8.470788
-162.3871,59,8.638535
-119.910632,76,8.843147
-80.78246,99,9.115524
-28.999609,70,9.334306
-408.806843,134,9.859277
-142.105155,59,10.037715
-357.86869,74,10.3134
-327.380184,68,10.526468
-81.685642,70,10.758339
-238.533014,63,10.95768
-160.205336,95,11.221254
-170.406216,57,11.380853
-131.250218,91,11.639086
-82.373013,54,11.783139
-302.197375,67,11.984674
-330.661119,74,12.227474
-156.751085,67,12.425531
-151.422572,59,12.602727
-211.508835,75,12.828351
-181.244689,70,13.012856
-296.434159,88,13.303305
-373.411015,66,13.526515
-530.546833,85,13.817206
-390.120203,112,14.204842
-379.830589,80,14.538991
-343.00003,70,14.874933
-396.182514,90,15.200782
-122.185459,54,15.350017
-539.501576,84,15.661573
-990.891081,158,16.437901
-236.451135,57,16.700056
-199.037016,68,17.033993
-488.513313,96,17.481157
-1010.385038,134,18.079039
-544.902791,136,18.815495
-706.38531,146,19.750224
-819.882203,140,20.715923
-236.985546,72,21.216364
-337.203582,89,21.663891
-815.34012,130,22.367635
-371.745894,79,22.738915
-912.846268,130,23.519288
-498.838689,82,23.89739
-33.659918,74,24.181749
-536.073862,137,24.886698
-402.830991,76,25.209633
-444.70575,79,25.501462
-48.910501,70,25.802947
-127.528021,66,26.039201
-90.769409,113,26.486471
-223.74651,60,26.732477
-491.334583,80,41.967246
-782.825081,186,42.97025
-489.114061,71,43.307039
-816.663127,205,44.742913
-373.549174,93,45.391923
-529.013921,74,45.943976
-544.341552,73,46.322331
-498.065794,75,46.742508
-536.694445,190,47.936411
-485.840817,82,48.446737
-997.279786,180,49.900727
-316.415511,60,50.171115
-113.970542,53,50.339979
-134.152063,64,50.597367
-93.389346,79,50.878766
-417.285703,149,51.551112
-319.710133,71,51.911303
-1276.089379,193,52.970265
-494.426154,104,53.423288
-300.077149,60,53.72392
-447.348191,100,54.19159
-289.113619,76,54.553612
-540.304013,118,55.184668
-421.160082,143,56.101097
-215.203658,66,56.434637
-143.042808,94,56.910642
-556.563101,146,57.747628
18.99064,201,58.888671
-304.651962,135,59.826673
-659.748763,150,60.842548
-331.359161,137,61.69691
-249.738065,108,62.355194
-538.586965,103,62.980393
-478.589454,110,63.717513
-240.278902,104,64.258743
-116.371771,126,64.978969
-64.747591,85,65.446582
-290.075807,107,66.006408
-363.474835,104,66.560201
-442.043275,104,67.113872
-400.775482,87,67.525363
-256.582168,109,68.007439
-317.041174,86,68.429672
-62.051555,82,68.83208
-618.674222,98,69.289407
-358.794002,72,69.641107
-18.062494,83,70.102449
-188.799094,106,70.686554
-363.853117,112,71.283728
-319.604528,82,71.70491
-529.306477,92,72.212655
-509.350071,135,72.941999
-597.503295,113,73.507461
-140.675223,58,73.769682
-488.157838,121,74.450339
-448.970056,120,75.06684
-1199.156029,187,76.34298
-550.021268,124,112.484648
-279.837058,100,112.97482
-539.689944,112,113.671805
-785.835353,150,114.622117
-328.691185,105,115.202361
-614.671505,125,116.020486
-1683.562315,274,118.250936
-658.079611,169,119.681422
-330.150483,152,120.75502
-597.437033,113,121.610203
-923.571913,234,123.450995
-530.802032,185,124.81609
-382.928747,77,125.28903
-608.414047,123,126.023606
-525.215266,139,126.847649
-476.416447,101,127.596636
-36.848549,126,128.297495
-275.623261,97,128.876932
-483.112523,122,129.835579
-425.672624,105,130.45791
-349.794205,84,131.088967
-642.908989,143,132.032601
-333.507389,117,132.754327
-543.910034,98,133.362035
-391.994057,150,134.333522
-389.711432,88,134.948822
-214.238502,97,135.696917
-560.918957,110,136.335921
-518.820374,142,137.193992
-283.17695,112,137.803034
-347.805141,151,138.851297
-583.419237,111,139.58448
-576.052232,189,140.803657
-949.804647,182,141.964406
-356.965558,80,142.41415
-499.418941,230,143.934561
-488.687397,139,144.773382
-525.878195,176,145.762543
-320.66515,123,146.575285
-706.380123,162,147.500199
-338.54038,68,147.896355
-473.738743,110,148.707436
-354.820447,132,149.524703
-604.416251,144,150.373089
-488.897445,93,150.952898
-113.479071,142,151.948592
-517.185464,104,152.677439
-363.349898,108,153.359373
