#{"t_start": 1666107323.5376341, "env_id": "Pendulum-v1"}
r,l,t
-987.624703,200,2.383712
-1485.830283,200,2.858313
-1033.884528,200,3.295315
-791.373851,200,3.715396
-1129.809498,200,4.146918
-1205.367864,200,4.626349
-1275.911451,200,5.042638
-1258.906537,200,5.48746
-1092.935461,200,5.921371
-1103.512625,200,6.337788
-916.618262,200,6.765379
-1014.775201,200,7.202497
-1242.355501,200,7.656571
-1367.42085,200,8.08067
-869.888767,200,8.488684
-941.163192,200,9.875574
-1071.689863,200,10.305906
-1195.923854,200,10.735433
-1575.636847,200,11.159487
-1337.276049,200,11.589581
-810.542038,200,12.032542
-1078.536357,200,12.493569
-1260.866625,200,12.942966
-1369.848075,200,13.391125
-1077.709603,200,13.845943
-1014.405017,200,14.284534
-1186.286835,200,14.707702
-932.054602,200,15.159503
-1550.404614,200,15.61403
-1049.10997,200,16.031226
-806.053934,200,16.455405
-937.857889,200,17.804809
-755.397998,200,18.212367
-1386.665076,200,18.6329
-833.007545,200,19.051892
-1303.771949,200,19.446243
-809.512653,200,19.861024
-1420.332428,200,20.264412
-1006.645053,200,20.67189
-993.129923,200,21.087615
-992.504534,200,21.516606
-839.093667,200,21.921028
-1520.798242,200,22.334498
-1244.852176,200,22.764567
-1503.259701,200,23.180126
-794.833569,200,23.603565
-1095.163925,200,24.949523
-954.600488,200,25.366386
-800.531015,200,25.782845
-928.919453,200,26.159359
-1107.186193,200,26.552997
-1377.320811,200,26.968146
-974.69441,200,27.404893
-930.273405,200,27.811628
-1006.965481,200,28.194476
-801.486777,200,28.618598
-942.822454,200,29.033482
-961.349364,200,29.437725
-1055.953466,200,29.863305
-1339.134523,200,30.277747
-1111.395374,200,30.695445
-1406.308795,200,31.135069
-788.818987,200,32.455544
-1263.478515,200,32.852589
-997.263149,200,33.266117
-941.081107,200,33.681437
-780.277618,200,34.096658
-1297.348397,200,34.505355
-1309.263637,200,34.933073
-799.948685,200,35.343854
-656.23048,200,35.756472
-1132.934982,200,36.146685
-958.434498,200,36.580725
-1301.042196,200,37.015107
-1247.996022,200,37.465651
-976.899309,200,37.897708
-917.09939,200,38.318859
-1174.313585,200,38.750457
-923.096339,200,40.118253
-685.524359,200,40.561321
-985.57591,200,40.962709
-917.47978,200,41.362328
-994.209509,200,41.7854
-640.902113,200,42.220038
-670.848895,200,42.710946
-1618.256684,200,43.186116
-663.81131,200,43.637495
-537.021523,200,44.077549
-675.800034,200,44.479977
-541.848427,200,44.881981
-749.001899,200,45.303574
-1569.329145,200,45.7835
-1249.115769,200,46.210821
-660.108632,200,47.63432
-964.754493,200,48.090553
-671.410786,200,48.553128
-662.806668,200,49.009725
-785.997554,200,49.456397
-1222.032961,200,49.919252
-1397.055819,200,50.353168
-406.599953,200,50.796305
