#{"t_start": 1665218263.1727102, "env_id": "BipedalWalker-v3"}
r,l,t
-107.854395,35,2.14165
-116.571119,104,2.793692
-105.917922,216,4.115483
-109.900762,332,6.078555
-132.433138,374,8.344952
-118.036709,102,8.951017
-38.394194,1600,62.217591
-27.821834,1600,116.532155
-2.77672,1600,172.289766
-4.178647,1600,229.290297
55.181475,1600,284.539183
-32.877646,1307,338.211034
-92.414561,167,339.254631
240.423812,1514,392.324899
-101.352819,85,392.849741
-108.973847,66,393.252456
-108.963261,32,393.449728
-107.440932,43,393.721105
-106.227704,45,393.996068
-107.563446,45,394.278826
231.261744,1562,406.083259
228.129146,1558,448.558611
229.85006,1569,494.711028
236.103952,1476,506.190868
-111.209617,85,506.7073
-127.315643,48,509.49036
-113.665484,42,509.741227
38.913232,736,514.22521
-105.38092,78,514.704562
-115.160058,37,514.937527
-111.910871,80,515.419696
237.250163,1505,566.42725
-9.518043,569,569.95029
-108.31704,63,614.397748
247.837287,1339,622.673468
-111.890968,36,622.893344
-107.927487,49,623.187659
-45.02032,423,669.516864
60.931246,1103,676.255427
233.024535,1588,729.739326
87.495832,1290,779.075156
-109.36851,44,779.343044
-119.279235,104,779.970708
-112.284613,36,780.189904
234.571388,1525,832.486543
233.608779,1543,885.725423
