#{"t_start": 1665106280.0657852, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-549.696264,124,2.829285
-459.291376,104,3.307016
-409.607716,92,3.752345
-406.063706,96,4.243128
-269.833882,94,4.656884
-490.388557,107,5.255297
-224.356795,97,5.840753
-631.829173,88,6.217694
-510.901657,71,6.466548
-525.921642,77,6.768499
-494.000377,86,7.161009
-442.877765,123,7.744491
-295.662641,98,8.210655
-81.701376,91,8.599503
-301.963742,83,9.0213
-437.284094,91,9.592415
-60.939715,91,10.256693
-420.700342,96,11.104105
-51.421336,109,12.150986
-428.467708,106,12.905814
-331.436228,130,13.536762
-395.37498,95,13.907892
-229.543295,134,14.528172
-331.683143,118,15.097135
-37.402554,106,15.627022
-233.307059,84,16.203418
-551.865528,123,17.474235
-463.852543,138,18.54383
-358.873033,89,19.112224
-340.159398,87,19.579155
-648.671522,138,20.376355
-305.396697,98,20.890653
-433.819765,141,21.773112
-525.012079,166,22.883178
-429.10466,108,23.684997
-937.555385,301,25.849373
-479.898644,277,28.026864
-608.148227,177,29.22681
-477.207558,195,30.651519
-683.770398,103,31.428945
-414.175313,98,32.044143
-705.044624,183,33.254055
-668.950372,231,34.773664
-353.39831,108,35.472818
-616.634376,185,36.962602
-320.678223,91,37.707508
-638.699298,156,38.780787
-175.224138,127,39.846031
-378.959275,98,40.62555
-180.71968,160,41.656641
-664.268155,191,94.61464
-428.604387,167,95.980941
-497.965454,202,97.759285
-395.618384,216,99.692775
-300.992495,245,101.882231
-214.562704,275,104.559426
-171.643858,117,105.837849
-265.220181,132,107.070826
-257.449414,117,107.975934
-385.085059,375,112.25555
-386.088051,116,113.497315
-480.864169,362,117.820803
-578.544684,330,121.824028
-544.773731,373,125.884692
-348.816661,506,132.983754
-199.8477,187,134.968782
-216.90419,294,138.379488
-218.39782,283,141.75991
-144.786254,173,143.22212
-319.561696,197,145.439085
-207.036703,401,150.397188
-161.205506,302,154.170812
-226.282888,482,161.578331
-266.883399,330,293.331355
-284.956598,301,297.519213
-259.137856,336,301.522144
-225.273773,269,304.351175
-197.611536,248,306.991143
-153.585216,207,309.138491
-202.113342,504,315.620971
-183.139148,298,319.356385
-164.398649,237,322.285827
-148.551722,280,325.616342
-179.386766,341,329.349533
-159.764699,332,333.649992
-193.247373,376,339.224361
-380.366209,442,345.555991
-181.858098,316,350.130513
-188.691069,404,356.700734
-201.539997,353,361.492953
-204.491122,547,370.059024
