#{"t_start": 1665106280.067803, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-530.871348,138,2.896745
-292.345299,92,3.316869
-671.73004,120,3.94033
-365.311768,85,4.347814
-272.265571,96,4.761693
-420.160062,86,5.257113
-552.604127,105,5.880555
-423.630359,77,6.200102
-489.700361,77,6.474163
-580.375038,76,6.774739
-444.579301,76,7.127107
-21.156654,104,7.599197
-211.468471,82,8.011594
-570.114322,82,8.371578
-331.85412,89,8.802589
-5.798446,108,9.412646
-89.226433,90,10.025652
-43.491017,98,10.853882
-404.086879,71,11.499171
-458.27781,85,12.339041
-253.93175,120,13.082909
-384.380167,73,13.4153
-168.990387,94,13.794021
-392.584413,94,14.179286
-452.842587,119,14.779644
-291.326457,104,15.28447
-524.171379,116,15.952107
-508.178989,99,16.810596
-42.503695,92,17.760138
-406.924949,153,18.871073
-459.823387,113,19.49181
-372.052514,86,19.977876
-316.738287,114,20.648416
-643.261006,146,21.485518
-912.907474,154,22.500171
-699.948,131,23.446982
-437.873789,136,24.314474
-197.965183,119,25.132974
-423.634135,130,26.207217
-492.149237,153,27.353227
-794.156435,149,28.58068
-502.921053,130,29.412748
-509.370133,125,30.363259
-425.533669,106,31.109172
-419.421158,109,31.860041
-628.919005,125,32.640999
-591.029124,87,33.258576
-512.206891,90,33.704463
-372.22518,156,34.887702
-164.106148,156,35.945049
-961.550975,219,37.770698
-451.545511,186,39.080237
-782.136556,187,40.614384
-308.121303,105,41.298723
-356.941669,107,41.987954
-166.381781,184,94.989328
-498.386879,199,96.607566
-713.87331,232,98.662408
-391.651726,100,99.601193
-368.873895,199,101.230047
-318.844479,261,103.673812
-508.159588,263,106.535779
-140.606483,160,107.900184
-485.572142,188,109.673856
-184.142312,236,112.669876
-223.825541,390,117.179727
-317.578259,177,118.815126
-256.680454,206,121.842632
-92.053659,136,123.048078
-335.388722,228,125.794533
-425.735313,520,133.074843
-270.507073,379,137.086584
-204.568794,328,141.092166
-196.119513,270,143.838583
-203.21456,196,145.773383
-212.490011,349,150.283508
-188.654121,290,153.90154
-193.51198,345,159.118479
-246.053298,358,165.234257
-197.610812,297,295.44761
-416.69241,241,298.583047
-215.420461,311,302.454551
-149.218028,212,304.581711
-224.037128,358,308.482961
-196.152407,238,311.008458
-131.607579,240,314.066579
-190.504915,328,318.465147
-229.497154,289,322.12729
-168.546349,322,325.883417
-176.006775,253,328.73185
-190.223115,415,334.002816
-144.451837,280,338.172977
-186.200636,350,342.840556
-173.405964,349,348.167529
-203.863282,445,355.058096
-148.156645,351,360.121222
-164.115539,383,365.392244
-138.514492,365,371.448709
