#{"t_start": 1665210463.2765346, "env_id": "LunarLander-v2"}
r,l,t
-205.962048,123,3.050949
-253.099752,155,4.169461
-150.95739,131,5.494019
-175.728699,157,7.164284
-145.037184,246,9.325569
-141.336673,166,11.098414
-58.703069,201,13.895641
-212.184342,251,18.262922
-19.905791,225,23.110549
-118.440966,171,26.685257
-229.394356,369,36.954058
-108.389234,285,42.703994
-167.48346,186,46.702903
-17.310903,172,49.073486
-134.862884,260,52.672658
-39.603736,164,371.258184
-35.789477,264,375.210686
-227.641039,270,378.937432
6.580854,180,381.717684
-7.29746,225,385.365689
-179.539979,147,387.894665
-219.199296,375,394.930322
-14.862481,185,398.853881
-197.924945,265,403.157016
-53.977924,226,407.888785
-39.441198,406,416.444816
-21.004388,242,421.577612
-27.963483,234,859.931481
-247.081832,267,866.626187
11.442536,302,872.900293
-157.194607,212,876.654308
7.453043,149,879.302152
205.281568,1000,901.692075
-70.181896,376,907.372706
1.082701,226,910.597579
3.09347,213,914.80997
13.043229,147,916.782403
-145.048145,203,1299.95988
-16.776316,165,1301.49008
6.324728,142,1303.35829
277.043917,522,1311.138125
-174.545352,197,1315.05441
-229.574404,283,1319.897711
-33.485954,151,1322.569275
249.213473,403,1328.148384
92.266698,1000,1347.837915
-42.058378,155,1349.882808
-64.684812,503,1682.969749
-78.862992,250,1685.980766
25.540408,244,1689.137116
-39.708495,222,1691.763257
-209.267725,206,1694.474809
-60.968857,303,1699.394552
-17.56936,167,1702.041825
-51.630201,156,1704.130959
36.579514,213,1706.642601
-175.702507,202,1709.188364
-143.064737,169,1711.397208
244.385432,296,1715.841542
-174.228222,219,1719.006399
-176.863548,196,2037.173959
249.328344,476,2044.053538
-143.511071,131,2045.931527
-132.856908,161,2048.761324
12.970832,335,2054.758719
-29.259676,160,2056.692158
-30.009437,320,2061.147587
210.674285,427,2067.566655
273.427153,270,2072.427894
77.453323,131,2074.627247
-32.239659,252,2077.773598
261.255579,292,2081.878256
-32.315681,201,2389.299051
24.849997,172,2391.729382
62.931864,172,2393.951062
51.757819,167,2396.29275
248.479188,690,2406.58016
-20.198386,261,2410.005846
-28.00242,250,2412.892376
264.04783,367,2417.820286
-170.335487,128,2419.168759
21.881257,159,2421.39795
235.258997,383,2427.260948
6.166024,165,2430.111408
-30.339117,157,2757.093475
242.652515,348,2762.053896
47.212542,123,2763.812435
13.911438,213,2766.525349
272.1663,296,2770.885642
-3.461305,222,2773.736174
-54.510619,150,2775.720234
-11.365295,227,2778.947871
-36.564275,145,2780.549537
16.172901,165,2782.833581
-170.408099,266,2786.113055
25.727136,187,2788.152362
-247.721376,364,2792.977691
-26.690765,154,2794.907457
