#{"t_start": 1665160902.185425, "env_id": "BipedalWalker-v3"}
r,l,t
-105.32757,54,2.572769
-103.28072,66,3.035321
-104.051168,52,3.436632
-102.765343,97,4.167331
-127.868419,136,5.170454
-106.962728,73,5.681683
-116.354561,109,6.424792
-113.995951,99,7.098605
-118.816757,78,7.644375
-122.701912,237,9.317016
-104.959357,107,10.087131
-111.411399,140,11.02233
-99.774738,349,18.989294
-98.142834,120,19.827799
-96.217727,131,20.75655
-105.955092,58,21.168072
-119.136393,86,21.754532
-106.872807,51,22.082872
-113.309598,90,22.669514
-101.214165,110,23.355234
-133.791704,137,24.214683
-105.770721,100,24.863169
-109.672534,132,25.711015
-103.656785,94,26.320422
-113.952344,65,26.738778
-109.294645,53,27.099157
-121.051111,96,27.716347
-125.825984,119,28.472459
-114.905469,48,28.785935
-116.592639,57,33.197659
-129.802577,137,34.076079
-114.831464,46,34.400565
-109.525294,118,35.210994
-99.17859,84,35.775618
-109.721187,209,37.173795
-117.243597,83,37.730011
-171.047321,1180,47.168651
-102.189269,291,49.074078
-109.027884,1600,106.382075
-79.767799,1600,163.246939
-60.866049,1600,220.611642
-47.972391,1600,278.528622
-35.825716,1600,335.768107
-34.207161,1600,394.262744
-52.3762,1600,451.258489
-26.707966,1600,508.25727
-34.920474,1600,564.392242
-25.757183,1600,622.495897
-35.76555,1600,678.087929
-18.677135,1600,735.953734
-33.858784,1600,793.097473
-16.812028,1600,848.626647
-18.523485,1600,905.032476
-61.09802,1600,963.186719
