#{"t_start": 1665108747.7989428, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-557.764218,95,2.456909
-881.129541,94,2.971324
-1012.955806,94,3.647127
-1500.267233,116,4.358236
-483.855485,80,4.732488
-929.80345,96,5.212798
-833.315964,88,5.688494
-879.80886,99,6.188866
-975.849496,85,6.505312
-720.645898,71,6.769964
-369.928955,80,7.102885
-1117.828344,94,7.48229
-621.475679,88,7.798988
-726.112432,77,8.119241
-408.873232,58,8.3587
-830.614307,76,8.701833
-674.547478,104,9.13987
-1120.025315,91,9.546008
-625.061728,119,10.15089
-331.075441,101,10.579705
-1248.113903,104,11.05183
-994.065414,101,11.515303
-474.287165,54,11.737289
-734.206792,69,12.104902
-1642.527996,119,12.685444
-491.451798,77,13.052151
-634.601124,83,13.408552
-575.362315,63,13.690023
-463.716118,58,13.91011
-801.277292,71,14.176746
-775.883349,108,14.585023
-711.503076,68,14.875968
-658.634602,75,15.156153
-303.757571,73,15.487007
-437.389676,66,15.787028
-354.755699,57,16.013245
-661.093905,126,16.571607
-214.665517,110,17.105491
-158.127893,108,17.593651
-675.337527,80,17.947998
-1601.338338,126,18.672976
-546.368306,84,19.073212
-552.988793,87,19.48822
-570.830673,64,19.802498
-770.390187,86,20.197614
-901.948195,87,20.617983
-471.002756,57,20.917701
-628.784889,66,21.184654
-451.616275,76,21.483876
-612.581872,70,21.743521
-662.652441,70,22.044287
-357.885844,56,22.276736
-453.967599,84,22.645375
-401.176413,63,22.870167
-1046.517357,118,23.425582
-338.885527,52,23.705426
-1121.22183,99,24.181787
-761.658742,77,24.627226
-644.855196,87,24.995617
-509.673101,83,25.326775
-381.971606,60,25.536275
-338.088401,52,25.726471
-422.192971,92,26.030978
-427.539113,61,26.24887
-1168.307858,111,26.708424
-224.938045,124,27.331692
-316.675827,61,27.548841
-309.962651,68,27.812859
-341.426359,61,28.083488
-735.453676,70,28.451889
-305.889288,83,28.914561
-682.524595,69,29.23181
-432.643588,60,29.517659
-373.761664,62,29.753452
-326.837076,55,30.019575
-239.070631,67,30.427068
-687.521762,102,44.76251
-812.406449,109,45.308741
-401.403573,80,45.729438
-419.912316,64,46.039043
-253.045677,109,46.535956
-335.581597,51,46.742856
-536.665785,82,47.031403
-517.781536,63,47.247287
-362.712992,59,47.449771
-336.743497,65,47.660375
-375.929524,56,47.861933
-399.966145,66,48.114493
-873.581595,107,48.622378
-685.05204,83,48.956717
-773.805791,121,49.485215
-763.927813,83,49.863074
-574.32738,119,50.677498
-389.523532,83,51.261963
-467.471693,62,51.562666
-1392.391347,119,52.193811
-341.308099,50,52.442342
-958.206296,152,53.318039
-774.196188,110,54.073957
-788.502459,88,54.471016
-400.526903,60,54.883885
-525.187407,69,55.418082
-825.446309,138,56.045114
-513.475281,73,56.324072
-654.815955,112,56.840417
-503.540078,68,57.094953
-1022.031474,130,57.736519
-780.657818,114,58.475187
-487.16121,66,58.952489
-707.66274,77,59.353678
-438.674029,68,59.771492
-500.377854,74,60.296984
-295.397652,56,60.63246
-547.306127,108,61.22221
-661.060301,78,61.616668
-983.626159,95,62.147123
-381.143715,83,62.597252
-779.218981,120,63.402623
-858.326401,141,64.285845
-838.218169,119,65.027676
-3035.451737,239,66.857301
-483.845226,70,67.335818
-257.933442,132,68.197188
-382.322968,60,68.54674
-168.967232,71,68.909177
-554.517478,112,69.582616
-812.684688,88,70.137788
-717.120131,108,70.818856
-1497.401334,149,71.829669
-707.398237,80,72.256921
-522.924167,127,72.991061
-120.653241,82,73.455642
-498.96595,133,74.158728
-138.736578,104,74.738114
-541.988327,160,75.554441
-550.151088,83,76.035311
-790.533755,97,76.766656
-771.581171,86,77.398433
-655.305719,86,77.888931
-444.078155,128,78.573016
-525.476427,148,79.349152
-278.720666,107,101.37058
-1933.286559,132,102.273546
-512.29149,71,102.638203
-1103.878045,99,103.222091
-579.367357,165,104.283317
-643.51094,98,104.861427
-448.000498,90,105.354868
-450.265403,63,105.715197
-506.326689,68,106.037398
-856.991109,103,106.616992
-656.189544,84,107.083445
-301.044649,52,107.362311
-211.050377,101,107.876644
-600.96347,158,108.681804
-1022.111938,162,109.572654
-127.29221,81,109.902345
-401.142133,57,110.204011
-274.250262,113,110.721271
-737.616489,84,111.175958
-285.725246,91,111.653006
-672.089687,117,112.298897
-341.076478,60,112.59017
-2768.508183,223,114.401611
-476.47204,86,114.830108
-657.785059,89,115.306297
-91.500469,80,115.76891
-525.364399,117,116.476937
-786.192033,94,117.035227
-733.925864,85,117.454678
-1015.362541,96,118.085697
-457.248083,98,118.551103
-493.782541,64,118.817423
-1122.443253,101,119.434995
-344.159039,134,120.226459
-831.345886,93,120.735227
-535.671703,67,121.111556
-184.032158,78,121.466517
-755.934409,142,122.325073
-377.772105,55,122.629575
-356.801991,56,122.957074
-161.226217,102,123.518882
-441.86219,103,124.14402
-473.582772,71,124.466413
-373.890702,55,124.709755
-315.66812,132,125.366785
-275.558366,96,125.880537
-457.874292,62,126.188781
-527.84825,74,126.497962
-432.43251,129,127.111475
-459.980653,79,127.539844
-517.218591,67,127.829109
-630.393856,101,128.294071
-119.377662,94,128.835913
-647.554331,80,129.317939
-192.429653,124,130.313692
-2.495794,87,131.148228
-659.165523,104,132.41117
-358.35778,83,133.433931
-486.579387,80,134.470287
-364.179209,59,135.351891
-269.577796,65,136.223145
-679.991019,83,137.298645
-341.552827,52,137.972092
-546.80822,91,138.44718
-1236.478448,112,139.064448
-828.374399,89,139.640068
