#{"t_start": 1665164981.8966823, "env_id": "BipedalWalker-v3"}
r,l,t
-104.034174,41,2.558681
-96.858374,138,3.465921
-110.083958,224,4.924202
-113.354315,50,5.227865
-107.163513,76,5.720202
-111.321038,53,6.055484
-110.237123,91,6.632846
-103.207523,101,7.269934
-119.971206,89,7.861217
-124.527516,190,9.147438
-133.214761,163,10.166756
-111.608756,143,11.085779
-112.777652,1600,63.313556
-61.680119,1600,115.552857
-48.519648,1600,169.09708
-38.500517,1600,224.091456
-43.50217,1600,276.962564
-34.317999,1600,371.463512
-31.370884,1600,422.880693
-29.135359,1600,474.570989
-33.02158,1600,527.793992
-34.452131,1600,581.076738
-32.516409,1600,633.885421
-31.532113,1600,687.840777
-26.678883,1600,744.024669
-30.266623,1600,800.314507
-31.473746,1600,855.023221
-30.431179,1600,910.767408
-30.331215,1600,965.103197
-33.005305,1600,1020.91724
